feature_index,track_id,segment_index,path,label,label_id,duration_seconds,processed_seconds,skipped_tail_seconds,source_sample_rate,target_sample_rate,num_chunks
0,0,0,datasets/audios/western_data/genres_original/blues/blues.00000.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
1,1,0,datasets/audios/western_data/genres_original/blues/blues.00001.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
2,2,0,datasets/audios/western_data/genres_original/blues/blues.00002.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
3,3,0,datasets/audios/western_data/genres_original/blues/blues.00003.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
4,4,0,datasets/audios/western_data/genres_original/blues/blues.00004.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
5,5,0,datasets/audios/western_data/genres_original/blues/blues.00005.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
6,6,0,datasets/audios/western_data/genres_original/blues/blues.00006.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
7,7,0,datasets/audios/western_data/genres_original/blues/blues.00007.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
8,8,0,datasets/audios/western_data/genres_original/blues/blues.00008.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
9,9,0,datasets/audios/western_data/genres_original/blues/blues.00009.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
10,10,0,datasets/audios/western_data/genres_original/blues/blues.00010.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
11,11,0,datasets/audios/western_data/genres_original/blues/blues.00011.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
12,12,0,datasets/audios/western_data/genres_original/blues/blues.00012.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
13,13,0,datasets/audios/western_data/genres_original/blues/blues.00013.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
14,14,0,datasets/audios/western_data/genres_original/blues/blues.00014.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
15,15,0,datasets/audios/western_data/genres_original/blues/blues.00015.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
16,16,0,datasets/audios/western_data/genres_original/blues/blues.00016.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
17,17,0,datasets/audios/western_data/genres_original/blues/blues.00017.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
18,18,0,datasets/audios/western_data/genres_original/blues/blues.00018.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
19,19,0,datasets/audios/western_data/genres_original/blues/blues.00019.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
20,20,0,datasets/audios/western_data/genres_original/blues/blues.00020.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
21,21,0,datasets/audios/western_data/genres_original/blues/blues.00021.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
22,22,0,datasets/audios/western_data/genres_original/blues/blues.00022.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
23,23,0,datasets/audios/western_data/genres_original/blues/blues.00023.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
24,24,0,datasets/audios/western_data/genres_original/blues/blues.00024.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
25,25,0,datasets/audios/western_data/genres_original/blues/blues.00025.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
26,26,0,datasets/audios/western_data/genres_original/blues/blues.00026.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
27,27,0,datasets/audios/western_data/genres_original/blues/blues.00027.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
28,28,0,datasets/audios/western_data/genres_original/blues/blues.00028.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
29,29,0,datasets/audios/western_data/genres_original/blues/blues.00029.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
30,30,0,datasets/audios/western_data/genres_original/blues/blues.00030.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
31,31,0,datasets/audios/western_data/genres_original/blues/blues.00031.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
32,32,0,datasets/audios/western_data/genres_original/blues/blues.00032.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
33,33,0,datasets/audios/western_data/genres_original/blues/blues.00033.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
34,34,0,datasets/audios/western_data/genres_original/blues/blues.00034.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
35,35,0,datasets/audios/western_data/genres_original/blues/blues.00035.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
36,36,0,datasets/audios/western_data/genres_original/blues/blues.00036.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
37,37,0,datasets/audios/western_data/genres_original/blues/blues.00037.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
38,38,0,datasets/audios/western_data/genres_original/blues/blues.00038.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
39,39,0,datasets/audios/western_data/genres_original/blues/blues.00039.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
40,40,0,datasets/audios/western_data/genres_original/blues/blues.00040.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
41,41,0,datasets/audios/western_data/genres_original/blues/blues.00041.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
42,42,0,datasets/audios/western_data/genres_original/blues/blues.00042.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
43,43,0,datasets/audios/western_data/genres_original/blues/blues.00043.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
44,44,0,datasets/audios/western_data/genres_original/blues/blues.00044.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
45,45,0,datasets/audios/western_data/genres_original/blues/blues.00045.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
46,46,0,datasets/audios/western_data/genres_original/blues/blues.00046.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
47,47,0,datasets/audios/western_data/genres_original/blues/blues.00047.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
48,48,0,datasets/audios/western_data/genres_original/blues/blues.00048.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
49,49,0,datasets/audios/western_data/genres_original/blues/blues.00049.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
50,50,0,datasets/audios/western_data/genres_original/blues/blues.00050.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
51,51,0,datasets/audios/western_data/genres_original/blues/blues.00051.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
52,52,0,datasets/audios/western_data/genres_original/blues/blues.00052.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
